county,year,gdays,maqi
Greenup,2004,115,291
Kenai Peninsula ,2018,27,120
Hidalgo,2016,114,289
Nassau,2006,106,312
Franklin,2008,115,156
Rapides,2009,63,100
Ventura,1993,225,146
Hamilton,1989,182,219
Murray,2011,133,174
Teton,1992,90,308
Weber,1989,159,164
Terrebonne,2021,54,54
Sutter,1990,143,278
Porter,1996,504,236
Cuyahoga,1995,190,119
Liberty,1991,126,288
Sheridan,2009,109,337
Cabell,2018,100,242
Perkins,1985,42,31
Jasper,2015,98,307
Glenn,2016,91,259
Macon,2013,84,330
Dubois,1997,59,53
Bell,1998,174,274
Campbell,2013,129,253
Huron,2003,166,134
Kewaunee,2020,97,195
Apache,1992,58,76
Sumter,2018,77,344
Floyd,2011,160,175
Denton,1998,207,211
Tuolumne,2017,143,231
Oakland,2016,126,182
Linn,1992,167,167
Hamilton,2016,71,241
Columbiana,2012,67,364
Ramsey,2001,134,196
Macon,2017,108,204
Fulton,1999,236,72
Jersey,2002,205,129
Benzie,1995,192,121
Fredericksburg City,1993,53,60
Erie,2020,155,317
Macon,1991,136,318
DeKalb,2013,140,204
Park,1988,327,26
Richmond,2003,140,187
Knox,2021,150,201
DeSoto,2007,203,150
Hampshire,1981,215,114
Columbia,1982,161,155
Orange,2005,182,203
Aroostook,2006,106,327
Manatee,2006,150,276
Morris,1980,227,85
Chaves,2005,62,113
Douglas,1998,101,302
Roane,1980,214,171
Essex,2020,127,294
Marion,1991,41,47
Cedar,2019,80,285
Prince George's,2017,133,277
Allen,2019,101,262
New Castle,1982,212,96
Sheridan,2003,35,107
Scioto,1989,143,284
La Salle,2019,60,334
Muscogee,1986,179,165
Washoe,1998,133,251
Howard,2008,100,66
Hamilton,2002,169,312
Dodge,1991,154,141
Grant,2005,68,335
Dawson,2013,72,55
Sussex,1984,187,211
Custer,2008,69,104
Rockdale,2002,215,269
Wyandotte,2015,123,220
Bergen,1999,112,313
Cherokee,1993,166,247
Tuscaloosa,1989,53,40
Wabash,1996,177,140
Knox,1983,200,254
Martin,2006,137,224
Linn,2010,87,266
Hamilton,1995,206,86
Dunn,2006,87,344
Edgefield,1994,169,305
Franklin,1983,121,175
Cass,2011,154,130
Ramsey,2008,137,250
Lewis and Clark,1981,292,88
Sheboygan,1992,150,147
Richmond City,2007,101,336
Dane,2015,106,288
Warren,2018,146,363
Ford,1995,77,36
Elmore,2002,164,176
Howard,2016,72,24
Oakland,2011,154,164
Hamblen,1997,159,173
Monroe,2021,84,189
Wilson,2008,136,147
White Pine,1994,105,280
Amador,2004,156,250
Granville,2010,136,122
Anchorage ,1991,135,212
Perry,2011,112,313
Leelanau,2006,179,139
Tuscarawas,2000,139,303
Hancock,1992,185,295
Buncombe,2015,87,314
Catano,2009,92,347
Maury,2000,110,41
Osage,1999,165,228
Alexandria City,2001,179,258
Wayne,1983,202,268
Oconee,1999,169,202
Ocean,2015,161,269
Northampton,2019,71,138
Garfield,2000,53,100
Sheridan,2017,155,259
Waukesha,2002,172,208
Del Norte,2004,42,159
Carroll,2008,27,55
Prince Edward,2011,101,301
Kenton,1981,179,281
Seneca,1997,54,160
Buchanan,1994,200,178
Saint Clair,2006,182,247
Rapides,2011,102,95
Richmond,2007,179,215
Oliver,2018,122,305
Whitley,2010,102,160
Armstrong,2008,154,143
San Francisco,1989,108,282
Mahoning,1994,160,217
Hartford,1996,136,321
Milam,2020,3,132
Riley,2005,154,263
Lee,2020,100,330
Delta,1989,200,172
Berkshire,2005,164,130
Creek,2003,161,182
Sumter,1993,100,255
Rapides,1991,63,57
Chautauqua,1995,161,228
Shoshone,1986,225,22
Garland,2001,91,53
Washington,1997,122,220
Fairfield,1983,294,84
Oswego,2013,84,345
Columbus,1988,152,282
Carroll,2011,122,147
Amherst,1991,151,118
Bell,2009,112,181
Sutter,2017,130,181
Simpson,1996,166,263
Durham,1996,169,265
Guaynabo,2016,119,341
Saint Louis,2001,100,327
Montgomery,1997,215,253
Preble,1987,164,113
Montgomery,2008,89,336
Jessamine,1996,164,158
Lake,2018,164,304
Brown,1981,200,51
Wayne,2018,133,166
Macon,1983,200,185
New Haven,1988,241,88
Belmont,1994,200,268
Hinds,2020,114,249
Rock Island,1985,172,254
Butte,2019,173,224
Washington,1982,104,157
Polk,1986,135,292
Edgefield,1999,185,226
East Baton Rouge,1996,206,231
Catano,1993,54,22
Broward,1990,151,314
Henry,2010,159,215
Tangipahoa,2015,98,102
Northampton,2011,152,165
Jasper,2001,506,75
Norfolk,2009,136,305
Campbell,1984,179,190
Cook,2011,126,278
Marion,2011,119,266
Natrona,1986,55,58
Monroe,1997,55,43
Stutsman,2017,108,355
Lewis and Clark,2015,171,290
Hamilton,2009,105,196
Cochise,2021,105,180
Pinal,1989,200,247
Johnson,2007,72,107
Goodhue,2020,87,201
Humacao,1997,88,34
Chatham,2019,87,295
Nassau,2019,71,326
Suffolk City,2017,87,228
Vanderburgh,2005,161,113
Benton,2019,83,120
Solano,1999,201,271
Osceola,1999,136,289
Robeson,1985,195,129
Steuben,2010,100,297
Mobile,2009,133,305
Jefferson,2014,64,325
Stewart,1986,200,233
Jackson,2002,25,97
Flagler,2018,77,330
Gloucester,2018,147,223
Harris,2000,241,68
Greene,1989,200,179
Anchorage ,2020,91,334
Spartanburg,1993,185,214
Kaufman,2010,93,272
Maricopa,2005,177,50
Johnson,1999,104,67
Claiborne,2016,108,321
Etowah,1993,67,51
Matanuska-Susitna ,2005,124,101
Stevens,1999,126,98
Nowata,2018,97,274
Denton,1981,212,212
Billings,1984,146,335
Spencer,2001,119,283
Washtenaw,2018,150,281
Box Elder,2014,155,273
Watauga,2014,58,107
Hawaii,2008,259,1
Falls Church City,1987,48,35
Fond du Lac,2020,115,194
Cass,1993,104,159
Champaign,1994,166,270
Marshall,1987,200,108
Douglas,2021,177,136
Boyd,1984,192,155
Philadelphia,2016,147,192
Herkimer,2013,93,353
Miami,1994,154,182
Washington,1993,53,49
Mercer,1980,230,207
Uinta,2018,108,287
Jefferson,1996,166,146
Jasper,1993,90,338
Wayne,2017,101,287
Calaveras,1998,204,240
Floyd,2011,160,175
St. Louis City,2016,159,236
Douglas,2005,147,154
Smith,2010,115,297
Custer,2016,64,357
Campbell,2017,164,240
Jefferson,2000,120,319
Rockingham,1998,187,266
Tippecanoe,1987,200,238
Cuyahoga,2005,182,145
Carter,2017,78,265
Douglas,2005,156,285
Sonoma,2002,138,317
Cass,1982,126,166
Muskegon,2014,129,147
Whitman,2021,46,181
Madison,1987,203,47
Preble,2001,136,157
Alpine,2015,170,1
Duval,1995,154,270
Camden,1990,151,206
Teton,2014,97,320
Yolo,1992,177,238
Guayama,2007,78,321
Pitkin,1990,71,252
Spalding,2004,35,57
Missaukee,2004,147,186
Rock,1980,200,223
Ashtabula,2003,204,289
Ingham,2005,174,130
Lake,1997,202,183
Iberville,2011,159,257
Worcester,2009,151,269
St. Croix,1980,161,141
Adams,2010,166,191
Thurston,1992,74,292
Cerro Gordo,1993,112,284
Valley,2005,132,263
Gilmer,2020,49,363
Sweetwater,2014,197,246
Ravalli,2008,120,281
Hampton City,2002,213,236
Peoria,1982,151,233
Sumner,2006,151,261
Clark,2016,91,328
King,1994,219,270
Franklin,1988,230,170
Solano,2015,118,246
Garfield,1989,79,209
Snohomish,2020,225,292
Olmsted,2000,104,58
Madera,1992,179,221
Klamath,2014,136,269
Franklin,1998,197,81
Allen,2000,182,237
Hall,2003,120,41
Orleans,2000,147,179
Trego,2020,147,326
DuPage,1980,216,260
Carteret,1999,150,273
Tulare,2020,209,79
Multnomah,1985,103,218
Edgecombe,2009,101,216
Monroe,2004,106,303
Marion,1996,197,279
Winnebago,2014,105,306
Bronx,2003,187,150
Burke,2020,69,353
Sarasota,2006,154,270
Macon,2016,123,293
Fayette,2003,177,272
Polk,2013,99,265
Jackson,2007,143,100
San Francisco,2013,133,254
Delaware,1991,35,51
Rockingham,2010,129,262
Fredericksburg City,2016,20,59
Sharkey,1994,154,185
Cochise,2012,120,208
Kenton,2007,169,165
Salem City,1985,71,358
Washington,2016,105,108
Teller,1988,17,353
Sumter,2009,74,220
Robeson,2004,111,63
Johnson,2007,149,200
Ventura,2015,126,183
Culpeper,1998,48,57
Putnam,1990,27,18
Guaynabo,2005,87,299
Clayton,2004,115,30
Preble,1980,195,245
SONORA,2018,119,317
Pickaway,1989,136,296
Lycoming,1984,177,288
Marion,1992,214,112
Hennepin,2001,128,201
Nez Perce,2021,181,205
Kane,2011,126,314
Madison,1989,159,213
Suffolk City,2001,203,124
Holmes,2020,138,308
Albany,2021,118,227
Monmouth,1981,118,240
Fergus,2006,67,120
Idaho,2003,98,47
Barnwell,1985,40,29
Jefferson,1983,197,269
Humacao,2005,69,107
Gregg,1985,187,246
Grant,2005,115,293
Montgomery,2010,143,225
Hamilton,2012,177,321
Lafourche,2002,115,282
Person,2006,129,119
Anne Arundel,1998,218,122
Leon,1985,100,340
Waukesha,2011,115,193
Hillsborough,2006,151,282
Victoria,2021,77,205
Brown,2019,97,314
Fairfield,1991,59,30
Guilford,2014,100,254
Greene,1994,37,57
Nye,2013,133,352
Berrien,1991,204,40
Monmouth,1993,221,291
La Plata,2008,112,208
Lake,1997,122,340
Randall,2012,136,226
Stevens,2008,156,243
Tuolumne,2017,143,231
Jefferson,1989,212,168
Hancock,1989,172,126
Lee,1980,112,111
Shelby,2000,179,100
McLean,1994,202,121
Allen,1993,166,262
Noble,2012,115,248
Lawrence,1982,143,266
Etowah,2008,105,185
San Miguel,2000,62,261
Pulaski,1983,159,113
Escambia,2001,168,150
Middlesex,2011,151,334
Martin,1995,133,289
San Miguel,1999,135,303
Linn,2000,161,198
Berkshire,1994,129,109
Washington,2021,139,181
Santa Fe,1992,56,361
Fremont,1988,83,139
Calaveras,2016,150,232
Jackson,2001,111,189
Richmond,2018,136,286
Bullitt,1993,177,270
Rock Island,1997,101,340
Mobile,2009,133,305
Washington,2020,416,308
Hampton City,2014,97,297
Sainte Genevieve,2012,177,172
Henderson,2008,154,211
Leon,2004,156,148
Fredericksburg City,1999,36,60
Floyd,2005,145,240
San Juan,1992,26,92
San Bernardino,2013,218,66
Spartanburg,2005,151,148
Hancock,1995,190,209
St. Bernard,2016,123,263
Williamson,2002,177,148
Meigs,1983,188,220
Essex,2001,166,264
Sebastian,2011,74,10
Cherokee,2007,112,309
Knox,2009,150,169
Giles,2015,93,324
Carter,1997,53,23
Jersey,2016,150,234
Jackson,1995,150,276
Hall,2019,60,92
Warren,2012,128,266
Davidson,2018,76,275
Ramsey,1993,103,304
Scott,1998,197,150
King William,2012,28,59
Cache,2009,164,183
Jefferson,2019,64,198
Huntington,2004,115,151
Hamilton,2014,72,214
Liberty,1992,133,291
Hampton City,2006,122,268
Otter Tail,2000,74,35
Brookings,1995,56,59
Wayne,1996,161,238
Boone,1986,65,165
Philadelphia,1980,235,31
Mitchell,1990,31,13
Anderson,1985,200,216
Saint Louis,1994,227,123
Penobscot,2017,80,331
Monmouth,1990,221,263
Catano,2010,107,336
Caddo,2011,161,241
Grenada,2017,59,95
Rock Island,1990,111,338
Mesa,1987,105,237
Berks,1984,202,167
Fond du Lac,2016,108,165
Bergen,2009,139,181
Yakima,2014,156,270
Clermont,1985,221,170
Mayagnez,2012,72,103
Mobile,2000,187,149
Bonner,1989,325,131
Carter,1996,55,50
Phillips,2021,122,175
Ouachita,1990,42,59
Aleutians East ,2013,35,105
Tolland,1987,192,151
Dakota,1983,200,235
Fulton,1984,162,169
Lubbock,2021,70,187
Luzerne,2007,133,304
Callaway,2016,101,200
Lancaster,2011,87,344
Glynn,2014,88,287
Jackson,1980,200,123
Chelan,1986,57,32
Lincoln,2017,208,348
Morton,2001,130,232
Union,2012,206,165
Sacramento,2002,216,89
Wake,1983,208,104
Luna,1987,145,244
Fairfield,2001,13,1
Hampden,1997,197,280
Darlington,1984,195,72
Guayanilla,2006,66,196
Lubbock,2000,101,103
Lancaster,1989,166,270
New London,1990,223,259
York,1988,227,185
St Croix,1985,136,198
Fremont,2019,29,32
Beaufort,2017,31,365
King William,1999,45,59
Yancey,1992,151,89
Norfolk City,2010,97,85
Cambria,2021,130,153
Randolph,2010,97,328
Washington,2006,102,86
Lincoln,2005,147,44
Oneida,1985,200,256
Monroe,1980,200,63
Jackson,2010,74,342
Saratoga,1987,201,318
Kleberg,2004,67,54
Eau Claire,2012,115,229
Montrose,2018,122,257
Bexar,2000,169,223
Door,2011,161,176
MOBILE MONITORS,1997,210,105
Cleveland,2001,147,259
Minnehaha,2010,122,252
Niagara,2015,101,202
Elko,1995,61,122
Windham,1998,208,280
Henry,1996,72,39
Maricopa,1991,177,97
Sebastian,1997,57,57
Benton,2000,107,98
Carroll,2017,108,201
Caddo,2012,133,259
Garrett,2017,87,318
Guaynabo,1998,107,299
Bay,2019,83,288
Scott,1982,115,269
Greenbrier,1988,210,224
Alameda,2002,201,272
Jefferson,2005,187,164
Alameda,1992,164,280
Koochiching,2000,3,4
Hawaii,2018,249,132
Black Hawk,2017,82,239
Rockwall,2012,204,289
Pickaway,1993,114,317
Mayes,2011,166,154
Aroostook,2019,174,333
New Castle,2016,154,238
Ford,1991,90,135
San Benito,1983,156,303
Suffolk,2008,190,252
Black Hawk,1997,55,57
Linn,1992,167,167
McHenry,2004,105,293
Ponce,2011,60,163
Porter,1994,204,244
Delaware,2009,44,113
Dearborn,1984,200,149
Lake,2004,147,318
Nez Perce,1996,71,353
Meigs,1986,200,240
Marion,2010,99,46
Clay,2021,67,66
St John,2013,85,95
Suffolk,1989,197,88
Franklin,1990,192,235
Taos,1994,72,333
Alpena,2000,79,62
Harrison,2011,129,244
Macoupin,1991,195,304
Alameda,2017,205,189
Hall,2005,75,91
Henry,2021,112,225
Scott,1995,185,114
Jefferson,1998,195,219
Vilas,2002,97,244
Denali ,2018,58,361
Carroll,2018,115,337
Clinton,1995,117,261
Lawrence,2006,136,179
Madison,1999,106,52
Warren,2005,137,60
Sutter,1995,195,228
Cameron,1980,40,36
Lincoln,2020,71,241
Taney,1993,45,275
Graham,1994,46,54
Madison,2003,91,68
Keweenaw,2005,70,107
McKenzie,2018,92,309
Brazoria,2008,151,297
Sevier,2021,93,222
Rutherford,1988,215,96
San Mateo,1981,154,346
Robertson,2020,29,323
Crittenden,1989,55,28
Brooke,2021,124,230
Lewis,2001,81,114
Hillsborough,2006,167,116
Chester,2010,151,165
Montgomery,1989,112,227
St. Louis City,1990,185,93
Hanover,2004,129,151
Centre,2001,174,185
Berkeley,1984,151,284
Bristol,2006,202,230
Ketchikan Gateway ,1986,200,81
DeKalb,2010,182,132
Sequoyah,2016,74,331
Orange,1995,133,277
Morgan,2016,112,331
San Mateo,2008,102,244
Lancaster,1996,174,268
Dauphin,2007,151,164
Carteret,2012,84,241
Pinellas,1987,205,151
Warren,1984,141,297
Ocean,2009,150,267
Loudoun,2021,122,180
Clark,1981,151,309
Weld,1995,115,300
York,2000,156,140
Arkansas,2017,63,99
Canadian,2005,172,283
Park,1992,177,88
Pike,1988,44,15
Santa Clara,1980,247,215
Minnehaha,1997,48,63
Rutland,2021,84,149
Franklin,2011,156,191
New London,2007,179,219
Sumner,2000,203,157
Aiken,1986,201,257
Monroe,1994,151,109
Madera,2005,136,265
Boone,1986,204,180
Trumbull,2008,140,164
Meigs,1989,200,223
Strafford,1998,140,181
Bristol,1994,200,221
Merrimack,1993,194,231
Ozaukee,1994,245,156
Montgomery,1981,208,190
Waukesha,1992,164,334
Pennington,2012,79,296
Kings,1989,207,181
Vernon,2008,101,189
Oldham,1986,215,119
Dona Ana,1989,200,79
Watauga,2009,67,101
Juneau ,2003,86,73
Chemung,1980,187,298
Amador,2020,156,327
Durham,2009,97,255
Hamilton,1988,203,105
Floyd,1996,103,330
Calcasieu,1984,216,310
Pierce,2001,153,194
Orleans,1998,151,286
Guilford,1998,192,246
Oldham,1998,207,118
Mecklenburg,1980,241,51
Avery,1994,185,266
Duplin,1996,126,307
Shelby,2001,182,82
East Baton Rouge,2011,164,187
Sangamon,1999,172,221
Jackson,1989,93,319
Ohio,1985,190,118
Lawrence,2010,72,34
Denton,2011,192,196
Florence,1994,108,191
DeKalb,2007,220,102
Schoolcraft,2019,90,347
Blount,1982,158,229
Beaver,2013,166,210
Lawrence,1998,177,222
Floyd,1999,204,165
Talladega,2012,77,82
Klamath,2021,188,123
Bannock,2021,100,196
San Benito,2007,143,261
Marion,1981,200,282
Clark,2007,145,273
Tioga,2008,150,163
Jackson,2004,119,231
Adams,2007,130,316
Suffolk,2004,172,120
Flagler,2014,90,335
Putnam,2013,66,96
Guilford,1997,159,257
Lauderdale,2002,150,193
Jefferson,1996,166,146
Lincoln,2020,71,241
Churchill,2008,126,179
Saint Louis,1997,133,340
Bradley,1990,161,298
Citrus,2009,71,117
Ulster,2010,115,319
Duval,2019,114,248
West Baton Rouge,2016,112,295
Taney,2013,100,230
Fayette,1994,185,256
Rockingham,2000,182,132
Minnehaha,1994,43,61
Creek,2020,93,350
Union,1992,200,260
Lane,2017,380,238
Alpine,2011,57,4
Hidalgo,2006,97,205
Jackson,2018,233,235
Lycoming,1985,208,272
Virginia Beach City,2008,167,224
Boulder,2003,151,255
Warren,2010,150,137
Jefferson,1989,201,172
Greenup,2019,58,357
Kent,1999,197,175
Davidson,2011,79,211
Bucks,2002,220,241
Philadelphia,1997,215,129
Hawkins,1990,200,107
St. John the Baptist,1982,164,321
Union,1985,233,70
Fayette,2019,80,307
Mariposa,1997,200,200
Larimer,1984,227,259
Warren,1982,195,257
DuPage,2007,147,180
St. Lawrence,2001,105,86
Schuylkill,1992,107,314
Carter,2002,172,165
Burke,1986,47,356
Moffat,2015,77,137
Buchanan,2013,86,214
Madison,2002,136,61
Bay,2015,84,319
Hancock,2020,133,335
Ponce,2009,63,100
Van Buren,2011,42,273
Dodge,1993,108,172
Napa,2008,122,198
Scott,2008,155,161
Pulaski,2021,78,148
Lake,2008,84,336
Burke,2000,134,333
SONORA,1999,122,18
Lassen,1996,39,10
Carteret,2008,80,205
Kleberg,2017,98,290
St. James,1997,185,295
Mendocino,1982,84,323
Oxford,2016,89,313
Bowie,2012,77,37
Sangamon,2018,122,253
Ouachita,1992,122,304
Sumter,1999,143,152
Lexington,1981,151,81
Iron,1990,68,51
Rock,2013,79,100
York,1998,182,138
Lenawee,2005,179,104
Multnomah,2006,178,280
Sumter,2003,99,211
Giles,2008,129,235
Johnson,2007,161,90
Spencer,1990,200,120
Bannock,1994,110,196
Camden,1981,235,106
Norfolk City,2000,113,238
Washington,1995,90,108
Sequoyah,2017,74,326
Roane,2020,91,316
Honolulu,2012,75,335
Ventura,1998,248,187
Hamilton,1998,213,103
Carter,2019,97,285
Calcasieu,1990,220,261
Swain,2000,119,150
Butler,1989,187,176
Ascension,2011,156,302
Weston,2006,37,181
Lackawanna,1990,187,243
Washington,2021,87,191
Montgomery,1993,216,238
Pitkin,2013,97,235
Muskegon,1986,216,267
Gibson,2000,200,262
Lancaster,2000,201,236
Park,1996,29,49
Roanoke City,1997,80,355
Canadian,2009,122,295
Lee,2020,73,105
Arapahoe,2020,159,248
Jackson,1983,200,170
Jefferson,2006,200,97
DeKalb,2000,55,56
Pinellas,1980,200,120
Marshall,2017,83,220
Bolivar,2001,143,173
Summit,2007,64,317
Arapahoe,2020,159,248
Union,2002,118,291
Clark,2020,97,347
DeKalb,1994,177,267
Wabash,2010,105,316
Trumbull,2021,147,202
Washington,2015,101,227
Beaufort,2001,115,296
Lancaster,1997,100,351
Hancock,2001,175,44
Gilmer,2006,97,328
Citrus,2018,71,321
Monongalia,1994,200,197
Hancock,1989,203,252
Valencia,2017,101,262
Deschutes,2006,86,325
MOBILE MONITORS,2001,192,95
Tooele,2010,159,220
Shelby,1987,214,164
Chatham,2011,100,303
Boulder,2006,154,226
Richland,1998,207,174
Hopkins,1982,115,133
Monroe,1981,112,228
Crawford,1990,169,247
Wabash,2013,105,339
Pinal,1989,200,247
Charles,2021,94,190
Madison,2009,112,169
Brooke,2003,182,133
Orleans,1994,192,298
Brooke,2021,124,230
Miami-Dade,2019,146,317
Lexington,2013,80,284
Cerro Gordo,1995,142,290
Scioto,2008,110,209
Benton,1994,86,304
Morgan,1989,161,309
LaPorte,2007,150,210
Fremont,2011,59,55
Clear Creek,2021,133,114
Columbia,2004,90,215
Roanoke,1993,166,265
Taney,2008,73,88
Seminole,1985,154,267
Crittenden,2021,122,212
Kern,1987,227,87
Lancaster,2014,109,232
Marin,1983,164,336
Genesee,2010,115,175
Lenawee,2003,206,118
Erie,1983,200,47
Ashley,1991,61,55
Indian River,2005,136,285
East Baton Rouge,1984,227,194
Mason,2012,116,320
St Thomas,1996,81,34
Leavenworth,2017,74,340
Lamar,1992,133,208
Smith,2013,126,306
Kern,2017,197,76
Bernalillo,1981,248,132
St Croix,2019,71,51
Kennebec,1988,224,201
Androscoggin,1982,133,258
Deer Lodge,1981,110,119
Hunt,2009,90,319
St. Tammany,2014,143,281
Arlington,2003,210,222
Thurston,2007,115,295
Middlesex,2009,136,161
Guayama,1992,70,58
Forsyth,2003,195,139
Hancock,1988,208,33
Cowlitz,2017,155,326
Door,2018,133,199
Knox,1986,182,169
Jefferson,1993,208,124
Butler,2005,201,167
McLean,1997,161,136
Huron,2013,133,153
Polk,2010,116,252
Vernon,2000,133,153
Allen,1996,179,272
Butte,1997,80,291
Klickitat,2019,96,339
Fredericksburg City,2013,27,57
Bexar,1987,201,255
Monroe,2011,80,83
Chaves,2017,112,115
Polk,1992,188,307
Bell,2013,115,294
Sainte Genevieve,2020,87,229
St. Bernard,1993,192,238
Wilson,1990,204,181
Stafford,1997,179,123
Winona,2005,152,92
Hidalgo,2012,84,258
Blaine,2018,143,327
Scioto,1990,161,291
Etowah,1999,56,56
Monongalia,2009,200,216
Lewis,1992,69,43
McDowell,2005,110,45
Lake,2001,105,317
Bullitt,1992,100,256
Thomas,2017,72,114
Alamance,2001,123,56
Wexford,2014,100,336
Perry,2014,101,131
St. Louis City,2016,159,236
Carbon,2018,90,291
Madison,1986,156,232
Fremont,1988,83,139
Kaufman,2012,151,245
Yuba,1991,74,19
Columbia,1980,100,116
Stevens,2019,146,274
Nevada,2020,252,268
Ashtabula,2007,182,289
Warren,1987,210,111
Van Buren,2016,156,260
Adjuntas,2020,58,53
Salt Lake,1984,209,26
Jefferson,2019,93,197
Davidson,1984,170,82
Chesapeake City,2004,34,60
Bannock,2018,174,305
Wilson,2012,187,166
Coffee,2005,47,59
Oneida,2006,172,273
San Juan,2015,115,264
La Salle,2018,62,360
Fajardo,1997,83,134
Muskegon,1993,204,137
Sumter,2001,154,163
Baker,2014,74,347
Stanislaus,1983,203,224
Wythe,1992,136,145
Kent,2005,154,150
Ottawa,2000,44,60
Dawson,2011,93,195
Fountain,2007,183,273
San Juan,1985,153,106
Lake,2010,123,316
Canyon,2005,151,267
Clark,2021,84,236
Hinds,2009,119,223
Bristol,1998,200,251
Blaine,1990,76,61
Fond du Lac,2019,100,195
Queens,2019,119,292
Ellis,2016,100,302
West Baton Rouge,2010,115,135
Lee,1987,200,280
Stoddard,2011,76,81
Ingham,2015,107,282
Medina,1988,223,128
Russell,1997,57,56
Hancock,2017,90,217
Clinton,1980,214,108
Calloway,1980,195,90
Cascade,1987,142,293
Iberville,1994,202,272
Lubbock,2001,77,112
St. Lawrence,2009,83,38
Trigg,2011,112,274
Pulaski,1996,115,195
Campbell,2006,133,161
St. Bernard,2020,91,291
Litchfield,2006,187,281
Beauregard,1992,182,319
Lucas,2009,154,243
Meade,2010,67,353
St. Croix,2004,93,194
Polk,2017,97,324
Marion,2014,154,308
Saint Clair,2004,147,231
Alachua,2019,80,329
Cumberland,2004,147,250
Lackawanna,2001,169,185
Vigo,2017,105,239
Sarpy,2014,106,233
Shelby,1987,214,164
Wood,2019,87,333
Campbell,2013,129,253
Chittenden,2008,143,290
Madera,1989,190,133
Porter,2013,186,232
Boone,2014,108,143
Gem,2006,55,1
Allen,2001,159,294
Lake,2003,190,108
BAJA CALIFORNIA NORTE,2003,417,53
Stearns,2019,93,313
Bonneville,2000,88,56
Meigs,1988,200,192
Chattooga,2009,100,233
Carroll,2008,177,149
Caswell,2005,133,146
Iberville,1991,174,294
Saint Charles,2012,185,121
Person,2007,136,107
Marquette,1984,92,339
Montrose,2017,74,313
Lake,1995,77,357
Fergus,2006,67,120
Jefferson,1995,60,50
Fayette,2003,136,179
Tulare,2001,206,99
Salem City,1981,197,265
Sandoval,1987,179,199
Augusta,1990,151,271
Plymouth,2006,99,91
Cook,2000,155,41
Peoria,2004,118,250
Le Flore,2018,58,33
Richmond,1986,236,182
Umatilla,1990,71,47
Lebanon,2017,127,181
